OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu11039	Fungi	Ascomycota					
Zotu11040	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu11041	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae		
Zotu11042	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	
Zotu11043	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
Zotu11044	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus
Zotu11045	Fungi						
Zotu11046	Protista						
Zotu11047	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	
Zotu11048	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		
Zotu11049	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus atropungens
Zotu11050	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga
Zotu11051	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
Zotu11052	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus collinsoniae
Zotu11053	Fungi	Basidiomycota	Agaricomycetes	Corticiales			
Zotu11054	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu11055	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Zotu11056	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	
Zotu11057	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Junghuhnia	
Zotu11058	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum fimbriatum
Zotu11059	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete laevis
Zotu11060	Fungi						
Zotu11061	Fungi	Basidiomycota	Cystobasidiomycetes				
Zotu11062	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
Zotu11063							
Zotu11064	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu11065	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu11066	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Zotu11067	Fungi						
Zotu11068	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
Zotu11069	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	
Zotu11070	Fungi	Ascomycota					
Zotu11071	Fungi	Ascomycota					
Zotu11072	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu11073	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11074	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	
Zotu11075	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu11076	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu11077	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	
Zotu11078	Fungi	Ascomycota					
Zotu11079	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu11080	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11081	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	
Zotu11082	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon radula
Zotu11083	Fungi	Ascomycota	Sordariomycetes	Xylariales	Graphostromataceae	Graphostroma	Graphostroma platystoma
Zotu11084	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11085	Protista						
Zotu11086	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae		
Zotu11087	Fungi	Ascomycota					
Zotu11088	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu11089	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	
Zotu11090							
Zotu11091	Fungi	Basidiomycota	Agaricomycetes	Russulales	Gloeocystidiellaceae	Gloeocystidiellum	Gloeocystidiellum kenyense
Zotu11092	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11093	Fungi	Basidiomycota	Microbotryomycetes				
Zotu11094	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta argentina
Zotu11095	Protista						
Zotu11096	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Zotu11097	0.9900						
Zotu11098	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11099	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu11100	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
Zotu11101	Fungi	Ascomycota	Eudicotyledonae	Lamiales	Lamiaceae	Vitex	
Zotu11102	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11103	Fungi	Basidiomycota	Agaricomycetes	Incertae_sedis	Incertae_sedis	Xenasmatella	
Zotu11104	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Zotu11105	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Zotu11106	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11107	Fungi						
Zotu11108	Fungi						
Zotu11109	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora laxitexta
Zotu11110	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Incertae_sedis	Tilletiopsis	Tilletiopsis washingtonensis
Zotu11111	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu11112	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Zotu11113							
Zotu11115	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Aristida	
Zotu11116	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	
Zotu11117	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon erastii
Zotu11118	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Sarocladium	Sarocladium zeae
Zotu11119	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu11120	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
Zotu11121	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	
Zotu11122	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales			
Zotu11123	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	Bensingtonia pseudonaganoensis
Zotu11124							
Zotu11125	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae		
Zotu11126	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Zotu11127	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta unguis-hominis
Zotu11128	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
Zotu11129	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	Atrocalyx lignicola
Zotu11130	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	
Zotu11131	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu11132	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11133	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
Zotu11134	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu11135	Alveolata	Ciliophora	Litostomatea				
Zotu11136	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu11137	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu11138	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11139							
Zotu11140	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Zotu11141	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu11142	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu11143	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Dissoconium	Dissoconium eucalypti
Zotu11144	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	
Zotu11145	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu11146	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu11147	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Incertae_sedis	Candida	Candida sequanensis
Zotu11148	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu11149	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Zotu11150	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu11151	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
Zotu11152	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
Zotu11153	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
Zotu11154	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Radulidium	Radulidium subulatum
Zotu11155	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Zotu11156	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	Devriesia pseudoamericana
Zotu11157	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11158	Fungi						
Zotu11159	Fungi						
Zotu11160	Fungi	Basidiomycota	Agaricomycetes	Russulales	Parapterulicium	Parapterulicium sp 	
Zotu11161	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma setigerum
Zotu11162	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
Zotu11163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu11164	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Gloiothele	Gloiothele sp 
Zotu11165	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	
Zotu11166	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Zotu11167	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Incertae_sedis	Sarcinomyces	Sarcinomyces crustaceus
Zotu11168	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	
Zotu11169	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu11170	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11171	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	
Zotu11172	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11173	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia millegrana
Zotu11174	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella subulata
Zotu11175	Viridiplantae	Anthophyta					
Zotu11176	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
Zotu11177	Fungi	Ascomycota					
Zotu11178	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
Zotu11179	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	
Zotu11180	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae		
Zotu11181	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
Zotu11182	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae		
Zotu11183							
Zotu11184	Fungi	Ascomycota	Dothideomycetes				
Zotu11185	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu11186	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
Zotu11187	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia mastrucata
Zotu11188	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
Zotu11189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu11190	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae		
Zotu11191	Fungi	Chytridiomycota					
Zotu11192	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu11193	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu11194	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus luxurians
Zotu11195	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
Zotu11196	Protista						
Zotu11197	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	Genolevuria amylolytica
Zotu11198	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu11199	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
Zotu11200							
Zotu11201	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu11203	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
Zotu11204	Fungi	Ascomycota					
Zotu11205	Fungi	Ascomycota					
Zotu11206	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11207	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu11208							
Zotu11209	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11210	Fungi	Ascomycota	Lecanoromycetes				
Zotu11211	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
Zotu11212	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus arrhizus
Zotu11213	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11214	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae		
Zotu11215	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae_sedis	Hansfordia	Hansfordia pulvinata
Zotu11216	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	
Zotu11217	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11218	Fungi	Basidiomycota					
Zotu11219	Viridiplantae	Anthophyta	Eudicotyledonae	Fabales	Fabaceae	Pisum	Pisum sativum
Zotu11220							
Zotu11221	Fungi	Ascomycota	Lecanoromycetes	Lecanorales			
Zotu11222	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Capnocheirides	Capnocheirides sp 
Zotu11223	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis trachelii
Zotu11224	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Zygophiala	
Zotu11225	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu11226	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales			
Zotu11227	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
Zotu11228	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella indecorata
Zotu11229	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Perusta	Perusta inaequalis
Zotu11230							
Zotu11231	Protista						
Zotu11232	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia glandulosa
Zotu11233	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Macalpinomyces	Macalpinomyces spermophorus
Zotu11234	1.0000						
Zotu11235	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu11236	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
Zotu11237	Fungi						
Zotu11238	Fungi						
Zotu11239	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia grisea
Zotu11240	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11241	Fungi						
Zotu11242	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
Zotu11243	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Parathyridaria	Parathyridaria philadelphi
Zotu11244	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia grisea
Zotu11245	Fungi						
Zotu11246	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Gomphillaceae	Corticifraga	Corticifraga peltigerae
Zotu11247	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia stellaris
Zotu11248	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11249	Viridiplantae	Chlorophyta	Trebouxiophyceae	Oocystales	Oocystaceae		
Zotu11250	Protista						
Zotu11252	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu11253	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella shandongensis
Zotu11254	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	
Zotu11255							
Zotu11256	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe subditopoda
Zotu11257	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena sp 
Zotu11258	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
Zotu11259	Fungi						
Zotu11260	1.0000						
Zotu11261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	Atrocalyx lignicola
Zotu11262	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11263	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Gomphillaceae	Corticifraga	Corticifraga peltigerae
Zotu11264	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu11265	Fungi						
Zotu11266	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora versiformis
Zotu11267	Protista						
Zotu11268	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11269	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
Zotu11270	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11271	Fungi						
Zotu11272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu11273	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	
Zotu11274	Fungi	Ascomycota					
Zotu11275	Fungi	Basidiomycota	Tremellomycetes				
Zotu11276	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
Zotu11277	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
Zotu11278	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11279	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Neocatenulostroma	Neocatenulostroma sp 
Zotu11280	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu11281	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Capnobotryella	Capnobotryella renispora
Zotu11282	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Phleum	
Zotu11283	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
Zotu11284	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	
Zotu11285	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu11286	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
Zotu11288	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu11289	Protista						
Zotu11290	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora albobadia
Zotu11291	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11292	Fungi	Basidiomycota	Agaricomycetes				
Zotu11293	1.0000						
Zotu11294	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae		
Zotu11295	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Artomyces	Artomyces pyxidatus
Zotu11296	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu11297	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	
Zotu11298	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudocoleophoma	Pseudocoleophoma polygonicola
Zotu11299	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu11300	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	Acremonium fusidioides
Zotu11301	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Merulius	Merulius tremellosus
Zotu11302	Fungi	Ascomycota	Lecanoromycetes				
Zotu11303	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu11304	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus podospileus
Zotu11305	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena laevigata
Zotu11306	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae		
Zotu11307	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium hasegawianum
Zotu11308	Fungi						
Zotu11309	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
Zotu11310	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
Zotu11311	Fungi	Ascomycota	Sordariomycetes				
Zotu11312	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae		
Zotu11313	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium seminicola
Zotu11314	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	
Zotu11315	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium sp 
Zotu11316	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	
Zotu11317	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
Zotu11318	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu11319	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
Zotu11320	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
Zotu11321	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae		
Zotu11322	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu11323	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu11324	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Donadinia	Donadinia seaveri
Zotu11325							
Zotu11326	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11327	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae		
Zotu11328	Fungi						
Zotu11329	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11330	Fungi						
Zotu11331	Fungi						
Zotu11332	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Donadinia	Donadinia seaveri
Zotu11333	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis	
Zotu11334	Fungi	Ascomycota	Sordariomycetes	Xylariales	Graphostromataceae	Graphostroma	Graphostroma platystoma
Zotu11335	Fungi						
Zotu11336	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	Coniothyrium glycines
Zotu11337	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu11338	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
Zotu11339	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Incertae_sedis	Crustoderma	Crustoderma corneum
Zotu11341	Fungi	Ascomycota	Dothideomycetes	Dothideales			
Zotu11342	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus gilvus
Zotu11343	Fungi						
Zotu11344	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella solani
Zotu11345	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu11346	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu11348	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11349	1.0000						
Zotu11350	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11351	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	Phaeomoniella pinifoliorum
Zotu11352	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	Valsa cypri
Zotu11353	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu11354	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu11355	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	
Zotu11356	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
Zotu11357	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella pini
Zotu11358	Alveolata	Ciliophora	Colpodea	Colpodida	Colpodidae	Colpoda	Colpoda sp 
