OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
Zotu6842	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Teratosphaeriaceae	Teratosphaeriaceae		Teratosphaeriaceae								
Zotu6843																												
Zotu6844	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu6845	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	Phaeosphaeriaceae	Phaeosphaeriaceae	Leptospora		Leptospora	Leptospora	Leptospora rubella			Leptospora rubella
Zotu6846	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales	Cladosporiaceae			Cladosporiaceae	Cladosporium			Cladosporium				
Zotu6847	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu6848	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Periconiaceae		Periconiaceae	Periconiaceae	Periconia			Periconia	Periconia pseudodigitata			Periconia pseudodigitata
Zotu6849	Fungi	Fungi	0.9300	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Alternaria	Alternaria		Alternaria				
Zotu6850	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu6851			Fungi	Fungi																								
Zotu6852	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales												
Zotu6853																												
Zotu6854	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu6855	Fungi	Fungi	0.9800	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu6856	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Panicum		Panicum	Panicum				
Zotu6857	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Xylariaceae	Xylariaceae		Xylariaceae								
Zotu6858	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales												
Zotu6859	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella			Hannaella	Hannaella coprosmae			Hannaella coprosmae
Zotu6860	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales		Phaeosphaeriaceae		Phaeosphaeriaceae								
Zotu6862	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideales	Dothideales	Dothideales	Dothideales	Aureobasidiaceae	Aureobasidiaceae	Aureobasidiaceae	Aureobasidiaceae	Aureobasidium			Aureobasidium				
Zotu6864	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Dothideomycetes	Dothideomycetes	Dothideomycetes		Pleosporales	Pleosporales	Pleosporales		Didymosphaeriaceae		Didymosphaeriaceae								
Zotu6865	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae			Tricholomataceae	Merismodes			Merismodes	Merismodes fasciculata			Merismodes fasciculata
Zotu6866																												
Zotu6867	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Pucciniomycetes	Pucciniomycetes	Pucciniomycetes	Pucciniomycetes	Pucciniales	Pucciniales	Pucciniales	Pucciniales	Pucciniaceae	Pucciniaceae	Pucciniaceae	Pucciniaceae	Puccinia	Puccinia	Puccinia	Puccinia	Puccinia emaculata			Puccinia emaculata
Zotu6868																												
Zotu6869			0.8000	0.8000																								
Zotu6870			0.8000	0.8000																								
Zotu6871	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetales	Schizoporaceae			Schizoporaceae	Xylodon			Xylodon	Xylodon radula			Xylodon radula
Zotu6872	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Dermateaceae		Dermateaceae	Dermateaceae	Mollisia		Mollisia	Mollisia	Mollisia cinerea			Mollisia cinerea
Zotu6873	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales		Polyporales	Polyporales	Meripilaceae			Meripilaceae	Rigidoporus			Rigidoporus	Rigidoporus piceicola			Rigidoporus piceicola
Zotu6874	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu6875	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Schizothyriaceae	Schizothyriaceae	Schizothyriaceae	Schizothyriaceae	Zygophiala	Zygophiala	Zygophiala	Zygophiala	Zygophiala cryptogama			Zygophiala cryptogama
Zotu6876	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota																				
Zotu6877	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Rhynchogastremataceae	Rhynchogastremataceae	Rhynchogastremataceae	Rhynchogastremataceae	Papiliotrema	Papiliotrema	Papiliotrema	Papiliotrema				
Zotu6878			1.0000	1.0000																								
Zotu6879	Fungi	Fungi	0.9300	Fungi																								
Zotu6880	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Teratosphaeriaceae		Teratosphaeriaceae	Teratosphaeriaceae	Neocatenulostroma			Neocatenulostroma	Neocatenulostroma sp 			Neocatenulostroma sp 
Zotu6881	Fungi	Fungi	Fungi	Fungi																								
Zotu6882	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Dothideomycetes	Dothideomycetes	Dothideomycetes		Pleosporales	Pleosporales	Pleosporales		Didymosphaeriaceae		Didymosphaeriaceae								
Zotu6883	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae		Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma		Vishniacozyma	Vishniacozyma				
Zotu6884	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota		Lecanoromycetes		Lecanoromycetes																
Zotu6885	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu6886	Protista			Protista																								
Zotu6887	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu6888			Fungi	Fungi																								
Zotu6889																												
Zotu6890	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Pleurotaceae	Pleurotaceae	Pleurotaceae	Pleurotaceae	Hohenbuehelia		Hohenbuehelia	Hohenbuehelia	Hohenbuehelia grisea			Hohenbuehelia grisea
Zotu6891	Alveolata		1.0000	Alveolata	Ciliophora			Ciliophora	Colpodea			Colpodea	Colpodida			Colpodida	Colpodidae			Colpodidae	Colpoda			Colpoda	Colpoda sp 			Colpoda sp 
Zotu6892	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes		Sebacinales		Sebacinales												
Zotu6893	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu6894	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes		Xylariales		Xylariales												
Zotu6895																												
Zotu6896	Fungi	Fungi	0.9200	Fungi																								
Zotu6897	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Coprinopsis	Coprinopsis	Coprinopsis	Coprinopsis				
Zotu6898	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Phleum		Phleum	Phleum				
Zotu6899																												
Zotu6900																												
Zotu6901	Fungi	Fungi		Fungi																								
Zotu6902	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae	Tricholomataceae	Tricholomataceae	Tricholomataceae	Clitocybe		Clitocybe	Clitocybe	Clitocybe cokeri			Clitocybe cokeri
Zotu6903	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Nectriaceae	Nectriaceae		Nectriaceae	Fusarium	Fusarium		Fusarium				
Zotu6904	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae			Diatrypaceae	Eutypella			Eutypella	Eutypella sp 			Eutypella sp 
Zotu6905	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Chaetothyriales	Chaetothyriales	Chaetothyriales	Chaetothyriales	Cyphellophoraceae	Cyphellophoraceae		Cyphellophoraceae	Cyphellophora	Cyphellophora		Cyphellophora	Cyphellophora fusarioides			Cyphellophora fusarioides
Zotu6906	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Taphrinomycetes	Taphrinomycetes	Taphrinomycetes	Taphrinomycetes	Taphrinales	Taphrinales	Taphrinales	Taphrinales	Taphrinaceae	Taphrinaceae		Taphrinaceae	Taphrina	Taphrina		Taphrina				
Zotu6907	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Nectriaceae	Nectriaceae		Nectriaceae								
Zotu6908	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotus	Crepidotus		Crepidotus	Crepidotus subverrucisporus			Crepidotus subverrucisporus
Zotu6909	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Phaeosphaeria			Phaeosphaeria	Phaeosphaeria sp 			Phaeosphaeria sp 
Zotu6910	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella			Hannaella	Hannaella coprosmae			Hannaella coprosmae
Zotu6911	Fungi	Fungi	0.8000	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales												
Zotu6912	Fungi	Fungi	Fungi	Fungi	Basidiomycota		Basidiomycota	Basidiomycota	Malasseziomycetes		Malasseziomycetes	Malasseziomycetes	Malasseziales		Malasseziales	Malasseziales	Malasseziaceae		Malasseziaceae	Malasseziaceae	Malassezia		Malassezia	Malassezia	Malassezia globosa			Malassezia globosa
Zotu6913	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu6914	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Alternaria	Alternaria		Alternaria				
Zotu6915	Fungi	Fungi	0.9500	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales		Pleosporaceae		Pleosporaceae		Alternaria		Alternaria				
Zotu6916	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae	Tricholomataceae	Tricholomataceae	Tricholomataceae	Lachnella		Lachnella	Lachnella	Lachnella alboviolascens			Lachnella alboviolascens
Zotu6917	Fungi		0.8200	Fungi																								
Zotu6918	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Sebacinales	Sebacinales		Sebacinales												
Zotu6919	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Lophiostomataceae	Lophiostomataceae		Lophiostomataceae	Sigarispora			Sigarispora				
Zotu6920	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Sebacinales	Sebacinales	Sebacinales	Sebacinales	Serendipitaceae			Serendipitaceae	Serendipita			Serendipita	Serendipita sp 			Serendipita sp 
Zotu6921	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Coprinopsis		Coprinopsis	Coprinopsis	Coprinopsis urticicola			Coprinopsis urticicola
Zotu6922	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyceae		Chlorophyceae	Chlorophyceae	Sphaeropleales		Sphaeropleales	Sphaeropleales	Scenedesmaceae		Scenedesmaceae	Scenedesmaceae	Acutodesmus			Acutodesmus	Acutodesmus sp 			Acutodesmus sp 
Zotu6923			1.0000	1.0000																								
Zotu6924	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes		Hysteriales		Hysteriales		Hysteriaceae		Hysteriaceae								
Zotu6925	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes																
Zotu6926	Fungi	Fungi	0.9700	Fungi		Basidiomycota		Basidiomycota																				
Zotu6927			Fungi	Fungi																								
Zotu6928	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu6929			1.0000	1.0000																								
Zotu6930																												
Zotu6931	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae	Tricholomataceae	Tricholomataceae	Tricholomataceae	Pseudoomphalina		Pseudoomphalina	Pseudoomphalina	Pseudoomphalina compressipes			Pseudoomphalina compressipes
Zotu6932	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales	Sclerotiniaceae	Sclerotiniaceae		Sclerotiniaceae								
Zotu6933	Fungi	Fungi	0.8300	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Alternaria	Alternaria		Alternaria				
Zotu6934																												
Zotu6935			1.0000	1.0000																								
Zotu6936	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Periconiaceae	Periconiaceae	Periconiaceae	Periconiaceae	Periconia	Periconia	Periconia	Periconia	Periconia echinochloae			Periconia echinochloae
Zotu6937			1.0000	1.0000																								
Zotu6938	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Diaporthales		Diaporthales	Diaporthales	Valsaceae			Valsaceae								
Zotu6939	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Nectriaceae	Nectriaceae	Nectriaceae	Nectriaceae	Fusarium	Fusarium	Fusarium	Fusarium				
Zotu6940	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales		Hypocreales												
Zotu6941	Fungi	Fungi	1.0000	Fungi		Glomeromycota		Glomeromycota		Glomeromycetes		Glomeromycetes		Glomerales		Glomerales		Glomeraceae		Glomeraceae								
Zotu6942	Fungi	Fungi	Fungi	Fungi		Basidiomycota	Basidiomycota	Basidiomycota		Agaricomycetes		Agaricomycetes																
Zotu6943	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Diaporthales	Diaporthales	Diaporthales	Diaporthales	Valsaceae	Valsaceae		Valsaceae								
Zotu6944	Protista		0.9900	Protista																								
Zotu6945	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Entolomataceae	Entolomataceae	Entolomataceae	Entolomataceae	Entoloma		Entoloma	Entoloma				
Zotu6946	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales			Leptosphaeriaceae	Leptosphaeriaceae								
Zotu6947	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Incertae_sedis		Hypocreales_fam_incertae_sedis	Incertae_sedis	Acremonium		Acremonium	Acremonium	Acremonium fusidioides			Acremonium fusidioides
Zotu6948	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Lecanoromycetes		Lecanoromycetes																
Zotu6949	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetales	Schizoporaceae			Schizoporaceae	Xylodon			Xylodon	Xylodon radula			Xylodon radula
Zotu6950	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales		Xylariales												
Zotu6951	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales		Xylariales	Xylariales	Diatrypaceae		Diatrypaceae	Diatrypaceae	Eutypa		Eutypa	Eutypa	Eutypa laevata			Eutypa laevata
Zotu6952																												
Zotu6953	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu6954	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae	Stagonosporopsis	Stagonosporopsis		Stagonosporopsis				
Zotu6955	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Tremellaceae		Tremellaceae	Tremellaceae	Cryptococcus		Cryptococcus	Cryptococcus	Cryptococcus aspenensis			Cryptococcus aspenensis
Zotu6956	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu6957																												
Zotu6958	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Periconiaceae		Periconiaceae	Periconiaceae	Periconia			Periconia	Periconia sp 			Periconia sp 
Zotu6959	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales												
Zotu6960	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu6961	Fungi	Fungi	0.9800	Fungi	Basidiomycota			Basidiomycota	Cystobasidiomycetes			Cystobasidiomycetes	Incertae_sedis			Incertae_sedis	Symmetrosporaceae			Symmetrosporaceae	Symmetrospora			Symmetrospora				
