OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
Zotu5922	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Ustilaginomycetes	Ustilaginomycetes	Ustilaginomycetes	Ustilaginomycetes	Ustilaginales	Ustilaginales	Ustilaginales	Ustilaginales	Ustilaginaceae	Ustilaginaceae	Ustilaginaceae	Ustilaginaceae								
Zotu5923	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Phaeomoniellales	Phaeomoniellales		Phaeomoniellales												
Zotu5924	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales		Xylariales	Diatrypaceae	Diatrypaceae		Diatrypaceae								
Zotu5926	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Exobasidiomycetes	Exobasidiomycetes		Exobasidiomycetes	Exobasidiales	Exobasidiales		Exobasidiales	Exobasidiaceae	Exobasidiaceae		Exobasidiaceae	Exobasidium	Exobasidium		Exobasidium				
Zotu5927	Fungi	Fungi	Fungi	Fungi	Ascomycota			Ascomycota	Sordariomycetes			Sordariomycetes	Xylariales			Xylariales	Diatrypaceae			Diatrypaceae								
Zotu5928	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes		Myriangiales	Myriangiales	Myriangiales		Elsinoaceae		Elsinoaceae								
Zotu5929	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Strophariaceae	Strophariaceae	Strophariaceae	Strophariaceae	Pholiota		Pholiota	Pholiota	Pholiota pusilla			Pholiota pusilla
Zotu5930																												
Zotu5931	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Coprinopsis	Coprinopsis	Coprinopsis	Coprinopsis	Coprinopsis neophlyctidospora			Coprinopsis neophlyctidospora
Zotu5932	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales		Melanommataceae		Melanommataceae								
Zotu5933	Fungi	Fungi	1.0000	Fungi	Ascomycota	Ascomycota		Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Phaeomoniellales	Phaeomoniellales		Phaeomoniellales	Phaeomoniellaceae	Phaeomoniellaceae		Phaeomoniellaceae	Moristroma			Moristroma	Moristroma quercinum			Moristroma quercinum
Zotu5934	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales		Didymosphaeriaceae		Didymosphaeriaceae								
Zotu5935	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Stereaceae		Stereaceae	Stereaceae	Xylobolus		Xylobolus	Xylobolus	Xylobolus subpileatus			Xylobolus subpileatus
Zotu5936	Fungi	Fungi	Fungi	Fungi		Basidiomycota	Basidiomycota	Basidiomycota																				
Zotu5937	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotus	Crepidotus	Crepidotus	Crepidotus	Crepidotus crocophyllus			Crepidotus crocophyllus
Zotu5938	Fungi	Fungi	1.0000	Fungi	Ascomycota			Ascomycota																				
Zotu5939	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Glomerellales	Glomerellales		Glomerellales	Glomerellaceae	Glomerellaceae		Glomerellaceae	Colletotrichum	Colletotrichum		Colletotrichum				
Zotu5940	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae		Diatrypaceae	Diatrypaceae	Diatrypella		Diatrypella	Diatrypella				
Zotu5941	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5942	Fungi	Fungi	1.0000	Fungi																								
Zotu5943	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5944	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5945	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae		Phaeosphaeriaceae	Neosetophoma			Neosetophoma				
Zotu5946	Fungi	Fungi	1.0000	Fungi		Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales												
Zotu5947			0.9800	0.9800																								
Zotu5948																												
Zotu5949	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Massarinaceae			Massarinaceae	Stagonospora			Stagonospora	Stagonospora foliicola			Stagonospora foliicola
Zotu5950	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Trechisporales		Trechisporales	Trechisporales	Incertae_sedis		Trechisporales_fam_incertae_sedis	Incertae_sedis	Sistotremastrum			Sistotremastrum	Sistotremastrum niveocremeum			Sistotremastrum niveocremeum
Zotu5951	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu5952	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Taphrinomycetes	Taphrinomycetes	Taphrinomycetes		Taphrinales	Taphrinales	Taphrinales		Taphrinaceae		Taphrinaceae		Taphrina		Taphrina				
Zotu5953	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Glomerellales	Glomerellales		Glomerellales	Plectosphaerellaceae	Plectosphaerellaceae		Plectosphaerellaceae	Plectosphaerella			Plectosphaerella	Plectosphaerella oratosquillae			Plectosphaerella oratosquillae
Zotu5954	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales												
Zotu5955	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Leptospora			Leptospora				
Zotu5956	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes																
Zotu5957	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales		Periconiaceae		Periconiaceae		Periconia		Periconia				
Zotu5958	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Wallemiomycetes	Wallemiomycetes	Wallemiomycetes	Wallemiomycetes	Wallemiales	Wallemiales	Wallemiales	Wallemiales	Wallemiaceae	Wallemiaceae	Wallemiaceae	Wallemiaceae	Wallemia	Wallemia	Wallemia	Wallemia	Wallemia canadensis			Wallemia canadensis
Zotu5959	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Typhulaceae		Typhulaceae	Typhulaceae	Typhula		Typhula	Typhula	Typhula spathulata			Typhula spathulata
Zotu5960	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiaceae	Filobasidiaceae	Filobasidiaceae	Filobasidiaceae	Filobasidium	Filobasidium	Filobasidium	Filobasidium	Filobasidium stepposum			Filobasidium stepposum
Zotu5961	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales		Agaricales	Agaricales	Incertae_sedis		Agaricales_fam_incertae_sedis	Incertae_sedis	Granulobasidium		Granulobasidium	Granulobasidium	Granulobasidium vellereum			Granulobasidium vellereum
Zotu5962	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus	Rhodosporidiobolus	Rhodosporidiobolus	Rhodosporidiobolus colostri			Rhodosporidiobolus colostri
Zotu5963	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Glomerellales	Glomerellales	Glomerellales	Glomerellales	Glomerellaceae	Glomerellaceae		Glomerellaceae	Colletotrichum			Colletotrichum	Colletotrichum cairnsense			Colletotrichum cairnsense
Zotu5964	Fungi	Fungi	1.0000	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Corticiales	Corticiales		Corticiales	Corticiaceae	Corticiaceae		Corticiaceae	Limonomyces			Limonomyces	Limonomyces sp 			Limonomyces sp 
Zotu5965	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales												
Zotu5966	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Panicum		Panicum	Panicum				
Zotu5967	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Diaporthales	Diaporthales	Diaporthales	Diaporthales	Valsaceae	Valsaceae		Valsaceae								
Zotu5968	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5969	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae		Tricholomataceae	Tricholomataceae	Merismodes		Merismodes	Merismodes	Merismodes fasciculata			Merismodes fasciculata
Zotu5970	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Entolomataceae	Entolomataceae	Entolomataceae	Entolomataceae	Clitopilus	Clitopilus		Clitopilus				
Zotu5971	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Orbiliomycetes	Orbiliomycetes	Orbiliomycetes	Orbiliomycetes	Orbiliales	Orbiliales	Orbiliales	Orbiliales	Orbiliaceae	Orbiliaceae	Orbiliaceae	Orbiliaceae	Orbilia	Orbilia	Orbilia	Orbilia	Orbilia sarraziniana			Orbilia sarraziniana
Zotu5972	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Lecanoromycetes	Lecanoromycetes	Lecanoromycetes	Lecanoromycetes	Caliciales	Caliciales	Caliciales	Caliciales	Physciaceae	Physciaceae	Physciaceae	Physciaceae	Physcia	Physcia	Physcia	Physcia	Physcia stellaris			Physcia stellaris
Zotu5973	Fungi	Fungi	0.9100	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Alternaria	Alternaria		Alternaria				
Zotu5974	Fungi	Fungi	Fungi	Fungi	Chytridiomycota			Chytridiomycota																				
Zotu5975	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Orbiliomycetes			Orbiliomycetes	Orbiliales			Orbiliales	Orbiliaceae			Orbiliaceae								
Zotu5976	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideales			Dothideales												
Zotu5977	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Auriculariales	Auriculariales		Auriculariales	Exidiaceae	Exidiaceae		Exidiaceae	Eichleriella			Eichleriella	Eichleriella bactriana			Eichleriella bactriana
Zotu5978	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Chaetothyriales	Chaetothyriales	Chaetothyriales	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae	Herpotrichiellaceae	Herpotrichiellaceae	Capronia		Capronia	Capronia	Capronia epimyces			Capronia epimyces
Zotu5979	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Massarinaceae	Massarinaceae	Massarinaceae	Massarinaceae	Stagonospora	Stagonospora		Stagonospora				
Zotu5980	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Alternaria	Alternaria		Alternaria	Alternaria armoraciae			Alternaria armoraciae
Zotu5981	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales												
Zotu5982	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Dothideomycetes	Dothideomycetes	Dothideomycetes		Dothideales	Dothideales	Dothideales			Dothioraceae	Dothioraceae								
Zotu5983		Fungi		Fungi																								
Zotu5984	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae	Diatrypaceae		Diatrypaceae								
Zotu5985	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu5986	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae		Diatrypaceae	Diatrypaceae	Diatrypella		Diatrypella	Diatrypella				
Zotu5987	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5988	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae		Didymosphaeriaceae	Paraphaeosphaeria			Paraphaeosphaeria				
Zotu5989	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Lachnocladiaceae	Lachnocladiaceae	Lachnocladiaceae	Lachnocladiaceae	Dichostereum	Dichostereum	Dichostereum	Dichostereum	Dichostereum pallescens			Dichostereum pallescens
Zotu5990	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Neodevriesiaceae		Neodevriesiaceae	Neodevriesiaceae	Neodevriesia			Neodevriesia				
Zotu5991	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Cantharellales	Cantharellales		Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae		Ceratobasidiaceae								
Zotu5992																												
Zotu5993	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota	Sordariomycetes			Sordariomycetes	Phomatosporales			Phomatosporales	Phomatosporaceae			Phomatosporaceae	Phomatospora			Phomatospora	Phomatospora biseriata			Phomatospora biseriata
Zotu5994			1.0000	1.0000																								
Zotu5995	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae	Mycosphaerellaceae	Mycosphaerellaceae		Ramularia		Ramularia				
Zotu5996	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota																				
Zotu5997	Fungi	Fungi	Fungi	Fungi																								
Zotu5998	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu5999		Fungi		Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes		Agaricales		Agaricales												
Zotu6000	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Diaporthales	Diaporthales	Diaporthales	Diaporthales	Valsaceae	Valsaceae		Valsaceae	Cytospora			Cytospora				
Zotu6001	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Erysiphales	Erysiphales	Erysiphales	Erysiphales	Erysiphaceae	Erysiphaceae	Erysiphaceae	Erysiphaceae	Erysiphe	Erysiphe		Erysiphe				
Zotu6002	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales		Tremellales	Tremellales	Tremellaceae			Tremellaceae	Cryptococcus			Cryptococcus	Cryptococcus sp 			Cryptococcus sp 
Zotu6003	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota																				
Zotu6004	Fungi	Fungi	0.9900	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu6005																												
Zotu6006	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Lecanoromycetes	Lecanoromycetes	Lecanoromycetes																
Zotu6007	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes		Myriangiales	Myriangiales	Myriangiales		Elsinoaceae		Elsinoaceae								
Zotu6008	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota																				
Zotu6009	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales		Polyporales												
Zotu6010		Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Microbotryomycetes		Microbotryomycetes																
Zotu6011	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Botryosphaeriales	Botryosphaeriales	Botryosphaeriales	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae	Botryosphaeriaceae	Botryosphaeriaceae	Diplodia	Diplodia	Diplodia	Diplodia				
Zotu6012	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Lentitheciaceae		Lentitheciaceae	Lentitheciaceae	Keissleriella		Keissleriella	Keissleriella	Keissleriella taminensis			Keissleriella taminensis
Zotu6013	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales		Helotiales												
Zotu6014	Fungi	Fungi		Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Typhulaceae			Typhulaceae	Typhula			Typhula	Typhula erythropus			Typhula erythropus
Zotu6015	Viridiplantae	Viridiplantae	1.0000	Viridiplantae																								
Zotu6016	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Russulales	Russulales		Russulales	Peniophoraceae	Peniophoraceae		Peniophoraceae	Peniophora	Peniophora		Peniophora	Peniophora versiformis			Peniophora versiformis
Zotu6017	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales		Didymellaceae		Didymellaceae								
Zotu6018			1.0000	1.0000																								
Zotu6019	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales			Polyporales												
Zotu6020																												
Zotu6021																												
Zotu6022	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Cantharellales	Cantharellales	Cantharellales	Cantharellales	Botryobasidiaceae	Botryobasidiaceae	Botryobasidiaceae	Botryobasidiaceae	Botryobasidium	Botryobasidium	Botryobasidium	Botryobasidium	Botryobasidium candicans			Botryobasidium candicans
