"","s1_s2","sample2","sample1","jaccard","nestedness","turnover","s1_sample_type","s1_collect_date","s1_sub_proj","s1_plant_type","s1_gh_block","s1_rain_trt","s1_UTM_lat","s1_UTM_long","s2_sample_type","s2_collect_date","s2_sub_proj","s2_plant_type","s2_gh_block","s2_rain_trt","s2_UTM_lat","s2_UTM_long","s1_s2_plant_type","s1_s2_collect_date","s1_collect_date_plant_type","s2_collect_date_plant_type","shared","not.shared","similarity","s1_s2_rain_trt","s1_s2_gh_block"
"5001","Leaf69.RX093Marsh93","RX093Marsh93","Leaf69",0.935779816513762,0.177159126858589,0.758620689655172,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/8/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Petri.Rain","8/14/2018.8/8/2018","8/14/2018.Petri","8/8/2018.Rain",21,273,0.0642201834862385,"Nano.Rain","Nano.B4"
"5002","Leaf69.RX094Marsh94","RX094Marsh94","Leaf69",0.941176470588235,0.0901126408010012,0.851063829787234,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/6/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Petri.Rain","8/14/2018.8/6/2018","8/14/2018.Petri","8/6/2018.Rain",14,184,0.0588235294117647,"Nano.Rain","Nano.B4"
"5003","Leaf69.RX095Marsh95","RX095Marsh95","Leaf69",0.918918918918919,0.0439189189189189,0.875,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/25/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Petri.Rain","8/14/2018.8/25/2018","8/14/2018.Petri","8/25/2018.Rain",12,94,0.081081081081081,"Nano.Rain","Nano.B4"
"5004","Leaf69.RX096Marsh96","RX096Marsh96","Leaf69",0.893129770992366,0.243129770992366,0.65,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","9/2/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Petri.Rain","8/14/2018.9/2/2018","8/14/2018.Petri","9/2/2018.Rain",28,208,0.106870229007634,"Nano.Rain","Nano.B3"
"5005","Leaf69.RX097Marsh97","RX097Marsh97","Leaf69",0.948126801152738,0.148126801152738,0.8,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/8/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Petri.Rain","8/14/2018.8/8/2018","8/14/2018.Petri","8/8/2018.Rain",18,293,0.0518731988472623,"Nano.Rain","Nano.B2"
"5006","Leaf69.RX099Marsh99","RX099Marsh99","Leaf69",0.885245901639344,0.235245901639344,0.65,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/25/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Petri.Rain","8/14/2018.8/25/2018","8/14/2018.Petri","8/25/2018.Rain",28,190,0.114754098360656,"Nano.Rain","Nano.B2"
"5007","Leaf69.RX103Marsh103","RX103Marsh103","Leaf69",0.917647058823529,0.159026369168357,0.758620689655172,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/6/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Petri.Rain","8/14/2018.8/6/2018","8/14/2018.Petri","8/6/2018.Rain",21,201,0.0823529411764706,"Nano.Rain","Nano.B3"
"5008","Leaf69.RX106Marsh106","RX106Marsh106","Leaf69",0.898230088495575,0.168818323789693,0.729411764705882,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/6/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Petri.Rain","8/14/2018.8/6/2018","8/14/2018.Petri","8/6/2018.Rain",23,172,0.101769911504425,"Nano.Rain","Nano.B1"
"5009","Leaf69.RX107Marsh107","RX107Marsh107","Leaf69",0.9,0.185714285714286,0.714285714285714,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/25/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Petri.Rain","8/14/2018.8/25/2018","8/14/2018.Petri","8/25/2018.Rain",24,186,0.1,"Nano.Rain","Nano.B1"
"5010","Leaf69.RX108Marsh108","RX108Marsh108","Leaf69",0.910891089108911,0.244224422442244,0.666666666666667,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","9/4/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Petri.Rain","8/14/2018.9/4/2018","8/14/2018.Petri","9/4/2018.Rain",27,249,0.0891089108910891,"Nano.Rain","Nano.B4"
"5011","Leaf69.RX109Marsh109","RX109Marsh109","Leaf69",0.902985074626866,0.220058245358573,0.682926829268293,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/28/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Petri.Rain","8/14/2018.8/28/2018","8/14/2018.Petri","8/28/2018.Rain",26,214,0.0970149253731343,"Nano.Rain","Nano.B1"
"5012","Leaf69.RX111Marsh111","RX111Marsh111","Leaf69",0.906382978723404,0.162196932211776,0.744186046511628,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","7/22/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Petri.Rain","8/14/2018.7/22/2018","8/14/2018.Petri","7/22/2018.Rain",22,181,0.0936170212765958,"Nano.Rain","Nano.B1"
"5013","Leaf69.RX112Marsh112","RX112Marsh112","Leaf69",0.898039215686275,0.215112386417982,0.682926829268293,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/6/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Petri.Rain","8/14/2018.8/6/2018","8/14/2018.Petri","8/6/2018.Rain",26,201,0.101960784313725,"Nano.Rain","Nano.B2"
"5014","Leaf69.RX113Marsh113","RX113Marsh113","Leaf69",0.870967741935484,0.220967741935484,0.65,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/21/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Petri.Rain","8/14/2018.8/21/2018","8/14/2018.Petri","8/21/2018.Rain",28,163,0.129032258064516,"Nano.Rain","Nano.B2"
"5015","Leaf69.RX118Marsh118","RX118Marsh118","Leaf69",0.891891891891892,0.241891891891892,0.65,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","9/2/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Petri.Rain","8/14/2018.9/2/2018","8/14/2018.Petri","9/2/2018.Rain",28,205,0.108108108108108,"Nano.Rain","Nano.B4"
"5016","Leaf69.RX120Marsh120","RX120Marsh120","Leaf69",0.9,0.185714285714286,0.714285714285714,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Rain","8/18/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Petri.Rain","8/14/2018.8/18/2018","8/14/2018.Petri","8/18/2018.Rain",24,186,0.1,"Nano.Rain","Nano.B4"
"5017","Leaf70.Leaf71","Leaf71","Leaf70",0.777777777777778,0.0152777777777778,0.7625,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Leaf","7/10/2018","Marshall","Seed","Control","No_rain",NA,NA,"Adult.Seed","7/16/2018.7/10/2018","7/16/2018.Adult","7/10/2018.Seed",38,72,0.222222222222222,"Field_rain.No_rain","B4.Control"
"5018","Leaf70.Leaf73","Leaf73","Leaf70",0.731034482758621,0.0287444064227428,0.702290076335878,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Leaf","9/5/2018","Marshall","Adult","B3","Field_rain",638809.092,4700697.086,"Adult.Adult","7/16/2018.9/5/2018","7/16/2018.Adult","9/5/2018.Adult",39,46,0.268965517241379,"Field_rain.Field_rain","B4.B3"
"5019","Leaf70.Leaf75","Leaf75","Leaf70",0.726708074534162,0.0124223602484472,0.714285714285714,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Leaf","9/18/2018","Marshall","Petri","Nano","Nano",NA,NA,"Adult.Petri","7/16/2018.9/18/2018","7/16/2018.Adult","9/18/2018.Petri",44,62,0.273291925465838,"Field_rain.Nano","B4.Nano"
"5020","Leaf70.RX001Marsh1","RX001Marsh1","Leaf70",0.868421052631579,0.121585609593604,0.746835443037975,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/21/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.7/21/2018","7/16/2018.Adult","7/21/2018.Rain",40,205,0.131578947368421,"Field_rain.Rain","B4.B3"
"5021","Leaf70.RX005Marsh5","RX005Marsh5","Leaf70",0.782608695652174,0.0767263427109974,0.705882352941177,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/31/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.7/31/2018","7/16/2018.Adult","7/31/2018.Rain",45,108,0.217391304347826,"Field_rain.Rain","B4.B4"
"5022","Leaf70.RX006Marsh6","RX006Marsh6","Leaf70",0.825,0.153859060402685,0.671140939597315,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/21/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.7/21/2018","7/16/2018.Adult","7/21/2018.Rain",49,181,0.175,"Field_rain.Rain","B4.B2"
"5023","Leaf70.RX009Marsh9","RX009Marsh9","Leaf70",0.845559845559846,0.0987244025218709,0.746835443037975,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/3/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/3/2018","7/16/2018.Adult","8/3/2018.Rain",40,160,0.154440154440154,"Field_rain.Rain","B4.B3"
"5024","Leaf70.RX013Marsh13","RX013Marsh13","Leaf70",0.829710144927536,0.140968423073232,0.688741721854305,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/22/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.7/22/2018","7/16/2018.Adult","7/22/2018.Rain",47,177,0.170289855072464,"Field_rain.Rain","B4.B2"
"5025","Leaf70.RX016Marsh16","RX016Marsh16","Leaf70",0.800847457627119,0.112105735772814,0.688741721854305,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/3/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/3/2018","7/16/2018.Adult","8/3/2018.Rain",47,137,0.199152542372881,"Field_rain.Rain","B4.B2"
"5026","Leaf70.RX017Marsh17","RX017Marsh17","Leaf70",0.85972850678733,0.0453572493023004,0.81437125748503,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/20/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.7/20/2018","7/16/2018.Adult","7/20/2018.Rain",31,122,0.14027149321267,"Field_rain.Rain","B4.B3"
"5027","Leaf70.RX021Marsh21","RX021Marsh21","Leaf70",0.862190812720848,0.107473831588773,0.754716981132076,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/21/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.7/21/2018","7/16/2018.Adult","7/21/2018.Rain",39,184,0.137809187279152,"Field_rain.Rain","B4.B4"
"5028","Leaf70.RX022Marsh22","RX022Marsh22","Leaf70",0.790816326530612,0.0519628233458989,0.738853503184713,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/3/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.8/3/2018","7/16/2018.Adult","8/3/2018.Rain",41,97,0.209183673469388,"Field_rain.Rain","B4.B1"
"5029","Leaf70.RX024Marsh24","RX024Marsh24","Leaf70",0.827205882352941,0.138464160498637,0.688741721854305,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/22/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.7/22/2018","7/16/2018.Adult","7/22/2018.Rain",47,173,0.172794117647059,"Field_rain.Rain","B4.B3"
"5030","Leaf70.RX025Marsh25","RX025Marsh25","Leaf70",0.798319327731092,0.118319327731092,0.68,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/31/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.7/31/2018","7/16/2018.Adult","7/31/2018.Rain",48,139,0.201680672268908,"Field_rain.Rain","B4.B2"
"5031","Leaf70.RX036Marsh36","RX036Marsh36","Leaf70",0.896428571428571,0.0680262045646661,0.828402366863905,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/22/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.7/22/2018","7/16/2018.Adult","7/22/2018.Rain",29,181,0.103571428571429,"Field_rain.Rain","B4.B4"
"5032","Leaf70.RX046Marsh46","RX046Marsh46","Leaf70",0.806603773584906,0.0677502704001923,0.738853503184713,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/3/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/3/2018","7/16/2018.Adult","8/3/2018.Rain",41,113,0.193396226415094,"Field_rain.Rain","B4.B4"
"5033","Leaf70.RX051Marsh51","RX051Marsh51","Leaf70",0.844444444444444,0.0591683708248125,0.785276073619632,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/31/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.7/31/2018","7/16/2018.Adult","7/31/2018.Rain",35,126,0.155555555555556,"Field_rain.Rain","B4.B3"
"5034","Leaf70.RX056Marsh56","RX056Marsh56","Leaf70",0.85,0.00789473684210526,0.842105263157895,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/20/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.7/20/2018","7/16/2018.Adult","7/20/2018.Rain",27,81,0.15,"Field_rain.Rain","B4.B1"
"5035","Leaf70.RX058Marsh58","RX058Marsh58","Leaf70",0.853107344632768,0.00427013533044278,0.848837209302326,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/20/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.7/20/2018","7/16/2018.Adult","7/20/2018.Rain",26,78,0.146892655367232,"Field_rain.Rain","B4.B2"
"5036","Leaf70.RX064Marsh64","RX064Marsh64","Leaf70",0.820652173913043,0.0206521739130435,0.8,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","7/20/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.7/20/2018","7/16/2018.Adult","7/20/2018.Rain",33,85,0.179347826086957,"Field_rain.Rain","B4.B4"
"5037","Leaf70.RX067Marsh67","RX067Marsh67","Leaf70",0.826271186440678,0.0874176832559646,0.738853503184713,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/28/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/28/2018","7/16/2018.Adult","8/28/2018.Rain",41,137,0.173728813559322,"Field_rain.Rain","B4.B4"
"5038","Leaf70.RX068Marsh68","RX068Marsh68","Leaf70",0.801652892561983,0.121652892561983,0.68,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","9/2/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.9/2/2018","7/16/2018.Adult","9/2/2018.Rain",48,143,0.198347107438017,"Field_rain.Rain","B4.B2"
"5039","Leaf70.RX069Marsh69","RX069Marsh69","Leaf70",0.848920863309353,0.118151632540122,0.730769230769231,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/6/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/6/2018","7/16/2018.Adult","8/6/2018.Rain",42,179,0.151079136690647,"Field_rain.Rain","B4.B2"
"5040","Leaf70.RX070Marsh70","RX070Marsh70","Leaf70",0.861313868613139,0.0988138686131387,0.7625,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","9/4/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.9/4/2018","7/16/2018.Adult","9/4/2018.Rain",38,175,0.138686131386861,"Field_rain.Rain","B4.B1"
"5041","Leaf70.RX071Marsh71","RX071Marsh71","Leaf70",0.848708487084871,0.109854983900157,0.738853503184713,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/22/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/22/2018","7/16/2018.Adult","8/22/2018.Rain",41,172,0.151291512915129,"Field_rain.Rain","B4.B3"
"5042","Leaf70.RX072Marsh72","RX072Marsh72","Leaf70",0.885185185185185,0.0708139277001552,0.81437125748503,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/25/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/25/2018","7/16/2018.Adult","8/25/2018.Rain",31,171,0.114814814814815,"Field_rain.Rain","B4.B3"
"5043","Leaf70.RX073Marsh73","RX073Marsh73","Leaf70",0.837209302325581,0.106440071556351,0.730769230769231,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/8/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.8/8/2018","7/16/2018.Adult","8/8/2018.Rain",42,159,0.162790697674419,"Field_rain.Rain","B4.B1"
"5044","Leaf70.RX074Marsh74","RX074Marsh74","Leaf70",0.899122807017544,0.0305513784461153,0.868571428571429,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/29/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/29/2018","7/16/2018.Adult","8/29/2018.Rain",23,129,0.100877192982456,"Field_rain.Rain","B4.B4"
"5045","Leaf70.RX075Marsh75","RX075Marsh75","Leaf70",0.826446280991736,0.0956770502225048,0.730769230769231,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/21/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/21/2018","7/16/2018.Adult","8/21/2018.Rain",42,143,0.173553719008264,"Field_rain.Rain","B4.B3"
"5046","Leaf70.RX076Marsh76","RX076Marsh76","Leaf70",0.87410071942446,0.0888246458048285,0.785276073619632,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/8/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/8/2018","7/16/2018.Adult","8/8/2018.Rain",35,179,0.12589928057554,"Field_rain.Rain","B4.B3"
"5047","Leaf70.RX077Marsh77","RX077Marsh77","Leaf70",0.833333333333333,0.0864978902953587,0.746835443037975,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/22/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/22/2018","7/16/2018.Adult","8/22/2018.Rain",40,141,0.166666666666667,"Field_rain.Rain","B4.B4"
"5048","Leaf70.RX078Marsh78","RX078Marsh78","Leaf70",0.830434782608696,0.0757178014766202,0.754716981132076,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/29/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/29/2018","7/16/2018.Adult","8/29/2018.Rain",39,131,0.169565217391304,"Field_rain.Rain","B4.B2"
"5049","Leaf70.RX079Marsh79","RX079Marsh79","Leaf70",0.83728813559322,0.15728813559322,0.68,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","9/2/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.9/2/2018","7/16/2018.Adult","9/2/2018.Rain",48,196,0.16271186440678,"Field_rain.Rain","B4.B1"
"5050","Leaf70.RX080Marsh80","RX080Marsh80","Leaf70",0.835125448028674,0.137757026976042,0.697368421052632,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/21/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/21/2018","7/16/2018.Adult","8/21/2018.Rain",46,180,0.164874551971326,"Field_rain.Rain","B4.B4"
"5051","Leaf70.RX081Marsh81","RX081Marsh81","Leaf70",0.845559845559846,0.0987244025218709,0.746835443037975,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/18/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/18/2018","7/16/2018.Adult","8/18/2018.Rain",40,160,0.154440154440154,"Field_rain.Rain","B4.B2"
"5052","Leaf70.RX083Marsh83","RX083Marsh83","Leaf70",0.869127516778524,0.114410535646448,0.754716981132076,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/28/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/28/2018","7/16/2018.Adult","8/28/2018.Rain",39,199,0.130872483221476,"Field_rain.Rain","B4.B3"
"5053","Leaf70.RX084Marsh84","RX084Marsh84","Leaf70",0.821739130434783,0.0828856272500692,0.738853503184713,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/6/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.8/6/2018","7/16/2018.Adult","8/6/2018.Rain",41,131,0.178260869565217,"Field_rain.Rain","B4.B1"
"5054","Leaf70.RX085Marsh85","RX085Marsh85","Leaf70",0.823308270676692,0.134566548822387,0.688741721854305,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/29/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.8/29/2018","7/16/2018.Adult","8/29/2018.Rain",47,167,0.176691729323308,"Field_rain.Rain","B4.B1"
"5055","Leaf70.RX087Marsh87","RX087Marsh87","Leaf70",0.847457627118644,0.0696798493408663,0.777777777777778,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/21/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Adult.Rain","7/16/2018.8/21/2018","7/16/2018.Adult","8/21/2018.Rain",36,137,0.152542372881356,"Field_rain.Rain","B4.B1"
"5056","Leaf70.RX088Marsh88","RX088Marsh88","Leaf70",0.816216216216216,0.0235332893869479,0.792682926829268,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/22/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/22/2018","7/16/2018.Adult","8/22/2018.Rain",34,86,0.183783783783784,"Field_rain.Rain","B4.B2"
"5057","Leaf70.RX089Marsh89","RX089Marsh89","Leaf70",0.815384615384615,0.135384615384615,0.68,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/28/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/28/2018","7/16/2018.Adult","8/28/2018.Rain",48,161,0.184615384615385,"Field_rain.Rain","B4.B2"
"5058","Leaf70.RX091Marsh91","RX091Marsh91","Leaf70",0.811715481171548,0.105833128230372,0.705882352941177,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/18/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/18/2018","7/16/2018.Adult","8/18/2018.Rain",45,140,0.188284518828452,"Field_rain.Rain","B4.B3"
"5059","Leaf70.RX092Marsh92","RX092Marsh92","Leaf70",0.89261744966443,0.0853885340017789,0.807228915662651,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/6/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.8/6/2018","7/16/2018.Adult","8/6/2018.Rain",32,199,0.10738255033557,"Field_rain.Rain","B4.B3"
"5060","Leaf70.RX093Marsh93","RX093Marsh93","Leaf70",0.867435158501441,0.170066737448809,0.697368421052632,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/8/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/8/2018","7/16/2018.Adult","8/8/2018.Rain",46,248,0.132564841498559,"Field_rain.Rain","B4.B4"
"5061","Leaf70.RX094Marsh94","RX094Marsh94","Leaf70",0.844357976653696,0.0975225336157218,0.746835443037975,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/6/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/6/2018","7/16/2018.Adult","8/6/2018.Rain",40,158,0.155642023346304,"Field_rain.Rain","B4.B4"
"5062","Leaf70.RX095Marsh95","RX095Marsh95","Leaf70",0.82183908045977,0.00746782297474017,0.81437125748503,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/25/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Adult.Rain","7/16/2018.8/25/2018","7/16/2018.Adult","8/25/2018.Rain",31,75,0.17816091954023,"Field_rain.Rain","B4.B4"
"5063","Leaf70.RX096Marsh96","RX096Marsh96","Leaf70",0.828671328671329,0.157530389074013,0.671140939597315,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","9/2/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Adult.Rain","7/16/2018.9/2/2018","7/16/2018.Adult","9/2/2018.Rain",49,187,0.171328671328671,"Field_rain.Rain","B4.B3"
"5064","Leaf70.RX097Marsh97","RX097Marsh97","Leaf70",0.885869565217391,0.155100334448161,0.730769230769231,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/8/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/8/2018","7/16/2018.Adult","8/8/2018.Rain",42,269,0.114130434782609,"Field_rain.Rain","B4.B2"
"5065","Leaf70.RX099Marsh99","RX099Marsh99","Leaf70",0.79467680608365,0.16967680608365,0.625,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Rain","8/25/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Adult.Rain","7/16/2018.8/25/2018","7/16/2018.Adult","8/25/2018.Rain",54,164,0.20532319391635,"Field_rain.Rain","B4.B2"
